name,label,HCP_A_CI_lower,HCP_A_CI_upper,DUD_45yo_CI_lower,DUD_45yo_CI_upper,DUD_childhood_CI_lower,DUD_childhood_CI_upper,DUD_residual_CI_lower,DUD_residual_CI_upper,HCP_YA_CI_lower,HCP_YA_CI_upper
"Stacked: All, RF+eNet",rf_eNet_set1,0.15000515549415,0.197198144333531,0.134045534642706,0.179517630186547,0.123061250865773,0.16789461460997,0.004163683743466,0.047112265805244,0.172504431267171,0.218544719943595
"Stacked: Task Contrast, RF+eNet",rf_eNet_set2,0.137833897028964,0.203995349122812,0.116687511732977,0.182422138057491,0.102439663906017,0.17153885986653,-0.013826726926552,0.044769256980487,0.200392410445341,0.253857120002859
"Stacked: Non Task, RF+eNet",rf_eNet_set3,0.124195424546336,0.20343824853886,0.046125071211831,0.113849156942586,0.057916459044478,0.121769719855715,-0.103660800483458,-0.000304000330686,0.067165911099755,0.131656869536352
"Stacked: Task FC, RF+eNet",rf_eNet_set4,0.068576912543133,0.142403702300199,0.040581541614307,0.108514737825204,0.035736485622079,0.103260328320759,-0.086043195973447,-0.012078023313962,0.134099197647466,0.200929666074134
"Stacked: Task Contrast & Task FC, RF+eNet",rf_eNet_set5,0.132964173956571,0.186623246360725,0.117077499245701,0.170886939886293,0.107178673234146,0.16244095727762,-0.000923925166329,0.044896907098834,0.188345895050591,0.238723434811095
"Stacked: All excluding Task FC, RF+eNet",rf_eNet_set6,0.17260501404493,0.226101887940468,0.133101434470304,0.181614487368237,0.12155518135489,0.172062233378615,-0.011842267407349,0.040573274166803,0.174906515716679,0.218112520585129
"Stacked: All excluding Task Contrast, RF+eNet",rf_eNet_set7,0.140966579317223,0.200443773479272,0.077204465507982,0.130475977481936,0.071922176393058,0.122579034546188,-0.041161514220544,0.013148743065013,0.12678844856457,0.181895153245921
"Stacked: Resting and Task FC, RF+eNet",rf_eNet_set8,0.126797900284571,0.194167072479663,0.064522693275562,0.121478634998223,0.061325618392111,0.117162670884028,-0.034975251489267,0.019776010106081,0.126842448141286,0.192294767191847
"Stacked: All, RF+RF",rf_rf_set1,0.134898197597723,0.18429258122371,0.118380945602813,0.164081312998933,0.114820178939947,0.162042350658683,-0.003184463400365,0.047098765774875,0.156618756492735,0.209090519643678
"Stacked: Task Contrast, RF+RF",rf_rf_set2,0.134716625115021,0.207563385873809,0.107186676249852,0.177714019212959,0.082961419459889,0.165170536357179,-0.04275494766288,0.031923706004882,0.186477542024093,0.24195992064766
"Stacked: Non Task, RF+RF",rf_rf_set3,0.127441912368922,0.210831060026552,0.02232855415183,0.108063184008946,0.044284703141449,0.123348337177639,-0.173105130069455,-0.035428581838337,0.053822668670743,0.126893396474542
"Stacked: Task FC, RF+RF",rf_rf_set4,0.056451840432196,0.142434620377212,0.019431644616737,0.100416515306691,0.032960129820897,0.112863063071733,-0.111859229410299,-0.026643899908317,0.144181177395243,0.216012261184949
"Stacked: Task Contrast & Task FC, RF+RF",rf_rf_set5,0.124768616580706,0.181717996251091,0.107019396580713,0.164365985887396,0.106034763257609,0.164894615272886,-0.013335135859168,0.04539913141209,0.17679555196798,0.230327117318695
"Stacked: All excluding Task FC, RF+RF",rf_rf_set6,0.170763662078527,0.227647338168592,0.111769092606628,0.162749956346731,0.111544850861337,0.168716095253119,-0.030565555471282,0.035263862560944,0.15438609941883,0.201614966286614
"Stacked: All excluding Task Contrast, RF+RF",rf_rf_set7,0.134132854742297,0.195239041194602,0.070127749966149,0.127731151705144,0.075928086638479,0.132154841394308,-0.068785074152754,0.0029724754407,0.126985167880798,0.189733897668377
"Stacked: Resting and Task FC, RF+RF",rf_rf_set8,0.126831524637516,0.196709159560278,0.058990731346896,0.121946071110801,0.064764629138273,0.124208287790356,-0.058949573469141,0.010185619210316,0.124100941799547,0.194285059847067
