,Fold_0,Fold_1,Fold_2,Fold_3,Fold_4,Fold_5,Fold_6,Fold_7
svr_xgb_set8,0.06285009063358615,-0.034108887228049944,0.25227761479080413,0.17753162744096018,-0.20104514555737918,0.2788719557772992,0.13134393649489295,0.18858311805018446
xgb_eNet_set1,0.24222624333771692,0.12392233910463879,0.18932385037487853,0.23229000581876613,0.09948071030768357,0.214936471717452,0.22553488500812657,0.20317907745193609
xgb_eNet_set2,0.3358858368685904,0.08247637056678148,0.11402903845962997,0.227152240702703,0.138741342113464,0.16330473079623664,0.1974269970956568,0.24769535739537452
xgb_eNet_set3,-0.042848761401137025,-0.03311252485169325,0.0459810615475007,0.12444488936037346,-0.08652097734535857,0.1288143477189071,0.1504563400680291,0.05839129803439669
xgb_eNet_set4,0.21512096961036453,0.1243387975728163,0.2086053068038728,0.17418780414072688,0.055694021174254926,0.19813863091535566,0.07402283551631172,0.18104490948968188
xgb_eNet_set5,0.24623055454466858,0.13405084749729823,0.21089679454654564,0.23500536933998684,0.11974508862558109,0.2208604281187353,0.2288679989264547,0.23723332195273705
xgb_eNet_set6,0.17111715929281712,0.08878477228235981,0.13010461976466703,0.23432328667220303,0.10493717088355192,0.19520971723007763,0.21964389768248693,0.19232145418255064
xgb_eNet_set7,0.19130370215173076,0.10948239447597574,0.17652928050425176,0.19054143205110752,0.04551067748466742,0.19131802698241895,0.18910568187639076,0.154312807674424
xgb_eNet_set8,0.1890066967378784,0.11409504805746062,0.18587843793425962,0.17619611162632798,0.04452636561849821,0.20295401250345413,0.18769950664593638,0.15783432184220247
xgb_rf_set1,0.1138097586223562,0.12912033945001156,0.1476538576967047,0.22685971479345857,-0.09164330503150664,0.07248446815649912,0.056109248450820215,0.15158509585314894
xgb_rf_set2,0.3394593991828141,0.0629246018554438,0.0683733149967436,0.21313882582105637,0.10305741259011492,0.15036716650312631,-0.013602654608072973,0.22047141519813152
xgb_rf_set3,-0.09959970920479311,-0.08912019546336625,0.009119862071133578,0.09990244596745446,-0.11453987371177843,0.04835447922208269,0.12385821094205374,0.04645134657517347
xgb_rf_set4,0.1777675010224512,0.11582385602737644,0.18177419900363923,0.15801687820399724,-0.049720529098650657,0.19830174987850147,-0.011094654022643313,0.1328481814671194
xgb_rf_set5,0.11449824562168553,0.12882090813602953,0.1905343742843617,0.22159573972307556,0.06650549428965524,0.21064255145977784,0.002012035263049161,0.20359840358093795
xgb_rf_set6,-0.05706608726026663,0.08223502534082117,0.028649439716416092,0.22460327777339606,-0.09860851151722727,0.06389096950892303,0.08381909260646736,0.01685906549567351
xgb_rf_set7,0.167342091038037,0.12334910354262685,0.1359765952134676,0.1203391177769566,-0.10894600207230543,0.07062276691147618,0.04761978747215667,0.11057916008645774
xgb_rf_set8,0.16090975705833954,0.11889965807848102,0.15033709670380302,0.16851682982319538,-0.10707011670344424,0.1892184061063159,-0.008289985895195917,-0.0006005292341708657
xgb_svr_set1,0.16837381043460187,0.10631963941474165,0.11121234597041041,0.21551071483449735,0.031091838525462046,0.16538399810851145,0.10642058137201116,0.11907971264315809
xgb_svr_set2,0.3167363151914898,0.05629510696996909,0.09651218637377601,0.21003853508912773,0.10726304556133892,0.14986645381311892,0.09796260313596239,0.2502073464977722
xgb_svr_set3,-0.0669275208761333,-0.07113177236488655,0.01799784743126398,0.11145857792770897,-0.11921133270731676,0.07560974960265199,0.10923185063944363,0.04846618079465226
xgb_svr_set4,0.16618393882733284,0.09581386232477662,0.19269393545887448,0.1577021273242456,-0.019648950156517353,0.18599779037763886,0.008099185302046452,0.13066365028158822
xgb_svr_set5,0.18778448405552994,0.11133650718358745,0.16226290037345892,0.22179140810347564,0.09394787444531505,0.20597554853525568,0.054713746657229945,0.20629965716210685
xgb_svr_set6,0.0982892386532761,0.06317604086103112,0.06409356346212314,0.20753911388802082,0.014973273152346311,0.14848485991482474,0.14135290258146205,0.11697019345336512
xgb_svr_set7,0.154015010676942,0.08064469573669197,0.10472244181268331,0.16485007267069984,-0.03990669761061305,0.13180069226084612,0.08570606775902578,0.09066539401482943
xgb_svr_set8,0.1475577596885871,0.0842807998829459,0.17116495440552992,0.15957557157329838,-0.04149065505655103,0.18992212320596003,0.04397109059023541,0.053181997011572446
xgb_xgb_set1,0.15360424756670177,0.10530047891043903,0.08672557616602972,0.21790089675505642,0.016451895174424802,0.12222714580998773,0.07522586406629317,0.08768723760618291
xgb_xgb_set2,0.3294223803762978,0.02819411017107587,0.07729967872777133,0.2069719715452255,0.11210461799592719,0.1274136509957171,0.06686233916467565,0.2298054987544622
xgb_xgb_set3,-0.09329146772516106,-0.08443184793004455,0.03006024301800625,0.109650239337443,-0.11156277218498167,0.060971682552734774,0.09204925315004475,0.03693638002053379
xgb_xgb_set4,0.1429011343544524,0.10132133857216696,0.16670180633845955,0.1572230199343343,0.0034034903105850667,0.19095092165438643,0.01633300621445477,0.12314124440919572
xgb_xgb_set5,0.1586725468079473,0.10804283477731269,0.15034890802059164,0.21257944403459816,0.10760444369239874,0.18758565028577634,0.045931497153369416,0.19119188276729815
xgb_xgb_set6,0.012167292947540376,0.06056634644830028,0.0604099485588262,0.2120041843483208,-0.004487245257700501,0.11010463478424026,0.11140696824234853,0.07263761832676752
xgb_xgb_set7,0.1390250131664117,0.11616829122538475,0.0940210938932754,0.16422382518783862,-0.034338209154902044,0.11438853693491857,0.07311641840852467,0.08080478277944714
xgb_xgb_set8,0.14250785588011727,0.10985828273099585,0.1269483278678314,0.14704500089405437,-0.036203331032326425,0.17812491174606238,0.03324209776841136,0.04924162912113106
