name,label,Fold_0,Fold_1,Fold_2,Fold_3,Fold_4
"Stacked: Non Task, XGB+eNet",xgb_eNet_set3,0.218883540944535,0.023237861849615,0.287404144513975,0.101554204642535,0.125100256006633
"Stacked: Task FC, XGB+eNet",xgb_eNet_set4,0.157487563321907,0.07720626430395,0.131574937696575,0.113219252801865,0.045618407161982
"Stacked: Task Contrast & Task FC, XGB+eNet",xgb_eNet_set5,0.199977829066878,0.235820657136113,0.179195842439821,0.164643119986406,0.110189053996722
"Stacked: All excluding Task FC, XGB+eNet",xgb_eNet_set6,0.227591671620618,0.248945747982441,0.251321877512413,0.174851704134081,0.180769035635206
"Stacked: All excluding Task Contrast, XGB+eNet",xgb_eNet_set7,0.221281595649427,0.129973608042552,0.224453117286498,0.144353247972536,0.164802366820738
"Stacked: Resting and Task FC, XGB+eNet",xgb_eNet_set8,0.204258111889658,0.077691213554304,0.222419814861046,0.158957625998318,0.115659251691163
"Stacked: All, XGB+RF",xgb_rf_set1,0.155136389012515,0.178711917315041,0.099321011037214,0.156285457060185,0.044223857797268
"Stacked: Task Contrast, XGB+RF",xgb_rf_set2,0.168069989960143,0.219328504236546,0.164715415841953,0.145375456159194,-0.079026582642601
"Stacked: Non Task, XGB+RF",xgb_rf_set3,0.221634752626943,-0.025245197027556,0.292456677754688,0.095197503509291,0.133406461152534
"Stacked: Task FC, XGB+RF",xgb_rf_set4,0.163499199608468,0.006678200118428,0.09851883491635,0.116351013353128,0.008200376219384
"Stacked: Task Contrast & Task FC, XGB+RF",xgb_rf_set5,0.181530751106504,0.230070244571141,0.101373229956404,0.152001420245495,0.028377889955939
"Stacked: All excluding Task FC, XGB+RF",xgb_rf_set6,0.20924594885918,0.177844944390375,0.246337432607579,0.16193636911768,0.147691579376278
"Stacked: All excluding Task Contrast, XGB+RF",xgb_rf_set7,0.22131543795091,0.046185818703424,0.097717053031508,0.149200126692136,0.032716428658773
"Stacked: Resting and Task FC, XGB+RF",xgb_rf_set8,0.169043772237164,0.000251427197132,0.099906738712638,0.085008682169123,0.01151001809715
"Stacked: All, XGB+SVR",xgb_svr_set1,0.137818327893016,0.193501009642767,0.127656207945149,0.142111191323735,0.096076939465777
"Stacked: Task Contrast, XGB+SVR",xgb_svr_set2,0.16099541656366,0.240510154222627,0.16601138667209,0.15459151559442,0.010488323690686
"Stacked: Non Task, XGB+SVR",xgb_svr_set3,0.220627703759145,-0.016077371044641,0.29261882586557,0.078738254129312,0.119867579706416
"Stacked: Task FC, XGB+SVR",xgb_svr_set4,0.170395022524963,0.038494629423738,0.125233828795375,0.109664732140901,0.006400459792354
"Stacked: Task Contrast & Task FC, XGB+SVR",xgb_svr_set5,0.161910574580112,0.21764615889794,0.11806364836035,0.14974404015178,0.024531949337777
"Stacked: All excluding Task FC, XGB+SVR",xgb_svr_set6,0.195642408080818,0.208379110247396,0.249805410684066,0.158720113502388,0.17273558993874
"Stacked: All excluding Task Contrast, XGB+SVR",xgb_svr_set7,0.213217160148478,0.063123736994882,0.12508381314119,0.121899600291365,0.082587928467857
"Stacked: Resting and Task FC, XGB+SVR",xgb_svr_set8,0.179957836702201,0.042150762815671,0.117443329277091,0.129319157234001,0.014513378426878
"Stacked: All, XGB+XGB",xgb_xgb_set1,0.128718453742612,0.211245975540106,0.121720339719973,0.138608837687378,0.084432868644506
"Stacked: Task Contrast, XGB+XGB",xgb_xgb_set2,0.167691474670364,0.230127931827643,0.169140046413716,0.138786085241732,-0.051431934645544
"Stacked: Non Task, XGB+XGB",xgb_xgb_set3,0.224678370940545,-0.019244080459358,0.30143950617503,0.093672043308457,0.128610649854915
"Stacked: Task FC, XGB+XGB",xgb_xgb_set4,0.187228655318302,0.026118214899659,0.110638115408898,0.091585127555995,0.011377895725206
"Stacked: Task Contrast & Task FC, XGB+XGB",xgb_xgb_set5,0.171846881912773,0.217767353241211,0.118880087588822,0.132584005335444,0.044992640165299
"Stacked: All excluding Task FC, XGB+XGB",xgb_xgb_set6,0.201380109196145,0.205801934797716,0.237952805028113,0.137527631609513,0.135681389586665
"Stacked: All excluding Task Contrast, XGB+XGB",xgb_xgb_set7,0.200920574299212,0.06995754184611,0.123240083500064,0.11816323826907,0.080858858008753
"Stacked: Resting and Task FC, XGB+XGB",xgb_xgb_set8,0.1829518829551,0.029037930770731,0.111208275918531,0.119080722691565,0.029171952735513
